remume_versao;codigo_identificacao;descricao_original;principio_ativo;concentracao;forma_farmaceutica;apresentacao;local_dispensacao;restricao;via_administracao;situacao
23/09/2026;BAR-F0A4CE;Etilefrina 10 mg/mL-1 mL - ampola;Etilefrina;10 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-1E90C7;Etomidato 2 mg/mL - 10 mL - ampola;Etomidato;2 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-3F4F9E;Etravirina (ETR) - comprimido 200 mg;Etravirina (ETR);200 mg;comprimido;;CTA/CEM;;oral;ativo
23/09/2026;BAR-EFBF05;Fenitoína - comprimido 100 mg;Fenitoína;100 mg;comprimido;;UBS;;oral;ativo
23/09/2026;BAR-223EB5;Fenitoína - solução injetável 50 mg/mL;Fenitoína;50 mg/mL;solução injetável;;CTA/CEM/UBS/CAPS;;injetável;ativo
23/09/2026;BAR-F7710D;Fenitoína Sódica 50 mg/mL - 5 mL - ampola;Fenitoína Sódica;50 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-725E80;Fenobarbital - comprimido 100 mg;Fenobarbital;100 mg;comprimido;;UBS;;oral;ativo
23/09/2026;BAR-85E06A;Fenobarbital - solução injetável 100 mg/mL;Fenobarbital;100 mg/mL;solução injetável;;CTA/CEM/UBS/CAPS;;injetável;ativo
23/09/2026;BAR-22CC2F;Fenobarbital - solução oral gotas 40 mg/mL (4%);Fenobarbital;40 mg/mL (4%);solução oral;;UBS;;oral;ativo
23/09/2026;BAR-FB8EA6;Fenobarbital Sódico 100 mg/mL - 2 mL - ampola;Fenobarbital Sódico;100 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-1E05DF;Fentanil Citrato 0,05 mg/mL - 10 mL - ampola;Fentanil Citrato;0,05 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-B4DEA5;Fitomenadiona (vitamina K) 10 mg/mL AMP 1 mL - ampola;Fitomenadiona (vitamina K);10 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-FFA61F;Fitomenadiona 10 mg - 1 mL - ampola;Fitomenadiona;10 mg;;ampola;UPA;;;ativo
23/09/2026;BAR-E34957;Fluconazol - cápsula 150 mg;Fluconazol;150 mg;cápsula;;UBS;;oral;ativo
23/09/2026;BAR-CF9AA2;Fluconazol 150 mg - comprimido;Fluconazol;150 mg;comprimido;;UPA;;oral;ativo
23/09/2026;BAR-EF3A2A;Flumazenil - Solução injetável 0,5mg/mL;Flumazenil;0,5mg/mL;solução injetável;;CTA/CEM/UBS/CAPS;;injetável;ativo
23/09/2026;BAR-BD73B3;Flumazenil 0,1 mg/mL - 5 mL - ampola;Flumazenil;0,1 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-CA2BD4;Fluoxetina, cloridrato - cápsula 20 mg;Fluoxetina, cloridrato;20 mg;cápsula;;UBS;;oral;ativo
23/09/2026;BAR-473764;Furosemida - comprimido 40 mg;Furosemida;40 mg;comprimido;;UBS;;oral;ativo
23/09/2026;BAR-8AA3C2;Furosemida - solução injetável 10 mg/mL;Furosemida;10 mg/mL;solução injetável;;CTA/CEM/UBS/CAPS;;injetável;ativo
23/09/2026;BAR-39D92A;Furosemida 10 mg/mL- 2 mL - ampola;Furosemida;10 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-67FF07;Furosemida 40 mg - comprimido;Furosemida;40 mg;comprimido;;UPA;;oral;ativo
23/09/2026;BAR-782F10;Gentamicina sulfato 40 mg/mL - 1 mL - ampola;Gentamicina sulfato;40 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-AAF35D;Gentamicina, Sulfato 40 mg/mL AMP 2 mL - ampola;Gentamicina, Sulfato;40 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-BB6D8D;Glibenclamida - comprimido 5 mg;Glibenclamida;5 mg;comprimido;;UBS;;oral;ativo
23/09/2026;BAR-E9BA34;Glibenclamida 5 mg - comprimido;Glibenclamida;5 mg;comprimido;;UPA;;oral;ativo
23/09/2026;BAR-E3E813;Glicerina Clister 12% (120 mg/mL) 500 mL - frasco;Glicerina Clister;12%;;frasco;UPA;;;ativo
23/09/2026;BAR-AE42CD;Gliclazida - comprimido de liberação prolongada 30 mg;Gliclazida;30 mg;comprimido de liberação prolongada;;UBS;;oral;ativo
23/09/2026;BAR-478792;Gliclazida - comprimido de liberação prolongada 60 mg;Gliclazida;60 mg;comprimido de liberação prolongada;;UBS;;oral;ativo
23/09/2026;BAR-25FF2B;Gliconato de Calcio 10% AMP 10 mL - ampola;Gliconato de Calcio;10%;;ampola;UPA;;;ativo
23/09/2026;BAR-1D3B09;Glicose - solução injetável 50 mg/mL (5%) sistema fechado 500 mL;Glicose;50 mg/mL (5%);solução injetável;;CTA/CEM/UBS/CAPS;;injetável;ativo
23/09/2026;BAR-B3D9DB;Glicose - solução injetável 500 mg/mL (50%);Glicose;500 mg/mL (50%);solução injetável;;CTA/CEM/UBS/CAPS;;injetável;ativo
23/09/2026;BAR-693C3E;Glicose 25% - 10 mL - ampola;Glicose;25%;;ampola;UPA;;;ativo
23/09/2026;BAR-F0E127;Glicose 5% - 250 mL - bolsa;Glicose;5%;;bolsa;UPA;;;ativo
23/09/2026;BAR-E38FDA;Glicose 5% - 500 mL - bolsa;Glicose;5%;;bolsa;UPA;;;ativo
23/09/2026;BAR-04F1AE;Glicose 50% - 10 mL - ampola;Glicose;50%;;ampola;UPA;;;ativo
23/09/2026;BAR-22820F;Haloperidol - comprimido 1 mg;Haloperidol;1 mg;comprimido;;UBS;;oral;ativo
23/09/2026;BAR-608922;Haloperidol - comprimido 5 mg;Haloperidol;5 mg;comprimido;;UBS;;oral;ativo
23/09/2026;BAR-CB075B;Haloperidol - solução injetável 5 mg/mL;Haloperidol;5 mg/mL;solução injetável;;CTA/CEM/UBS/CAPS;;injetável;ativo
23/09/2026;BAR-40D132;Haloperidol - solução oral gotas 2 mg/mL (0,2%);Haloperidol;2 mg/mL (0,2%);solução oral;;UBS;;oral;ativo
23/09/2026;BAR-C516E3;Haloperidol 5 mg/mL-1 mL - ampola;Haloperidol;5 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-BDFA88;Haloperidol, decanoato - solução injetável 50 mg/ mL;Haloperidol, decanoato;50 mg;solução injetável;;UBS/CAPS;;injetável;ativo
23/09/2026;BAR-CE71E1;Heparina sódica - solução injetável 5.000 UI/0,25 mL (subcutâneo);Heparina sódica;5.000 UI;solução injetável;;CAF;;injetável;ativo
23/09/2026;BAR-E590F0;Heparina Sódica 5.000 UI - 0,25 mL - ampola;Heparina Sódica;5.000 UI;;ampola;UPA;;;ativo
23/09/2026;BAR-CC1B03;Heparina Sódica 5.000 UI/mL - 5 mL - frasco/ampola;Heparina Sódica;5.000 UI/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-A1E30A;Hidralazina cloridrato 20 mg/mL -1 mL - ampola;Hidralazina cloridrato;20 mg/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-5F52D7;Hidralazina cloridrato 25 mg - drágea;Hidralazina cloridrato;25 mg;drágea;;UPA;;oral;ativo
23/09/2026;BAR-B09ADC;Hidroclorotiazida - comprimido 25 mg;Hidroclorotiazida;25 mg;comprimido;;UBS;;oral;ativo
23/09/2026;BAR-4EFEFC;Hidroclorotiazida 25 mg - comprimido;Hidroclorotiazida;25 mg;comprimido;;UPA;;oral;ativo
23/09/2026;BAR-F6767E;Hidrocortisona succinato 100 mg - frasco/ampola;Hidrocortisona succinato;100 mg;;ampola;UPA;;;ativo
23/09/2026;BAR-29DCA5;Hidrocortisona succinato 500 mg - frasco/ampola;Hidrocortisona succinato;500 mg;;ampola;UPA;;;ativo
23/09/2026;BAR-F7609B;Hidrocortisona, succinato sódico - pó para solução injetável 500 mg fr-amp.;Hidrocortisona, succinato sódico;500 mg;pó para solução injetável;;CTA/CEM/UBS/CAPS;;injetável;ativo
23/09/2026;BAR-C19FF9;Ibuprofeno - comprimido 600 mg;Ibuprofeno;600 mg;comprimido;;UBS;;oral;ativo
23/09/2026;BAR-5B5A82;Ibuprofeno - solução oral gotas 50 mg/mL;Ibuprofeno;50 mg/mL;solução oral;;UBS;;oral;ativo
23/09/2026;BAR-80F7B7;Insulina humana NPH - caneta injetável 100 UI/mL;Insulina humana NPH - caneta;100 UI/mL;injetável;;CAF;;injetável;ativo
23/09/2026;BAR-187F80;Insulina humana NPH - suspensão injetável 100 UI/mL;Insulina humana NPH;100 UI/mL;suspensão injetável;;CAF;;injetável;ativo
23/09/2026;BAR-8FF460;Insulina humana regular - caneta injetável 100 UI/mL;Insulina humana regular - caneta;100 UI/mL;injetável;;CAF;;injetável;ativo
23/09/2026;BAR-7F7012;Insulina humana regular - suspensão injetável 100 UI/mL;Insulina humana regular;100 UI/mL;suspensão injetável;;CAF;;injetável;ativo
23/09/2026;BAR-FC5C9F;Insulina Nph 100 UI/mL - ampola;Insulina Nph;100 UI/mL;;ampola;UPA;;;ativo
23/09/2026;BAR-EF731D;Insulina R 100 UI/mL - ampola;Insulina R;100 UI/mL;;ampola;UPA;;;ativo
