remume_versao;codigo_identificacao;descricao_original;principio_ativo;concentracao;forma_farmaceutica;apresentacao;local_dispensacao;restricao;via_administracao;situacao
23/09/2026;BET-B90E95;Salbutamol, Sulfato 5mg/ml - Solução para Inalação;Salbutamol, Sulfato;5mg/ml;solução;;UBS, CERSAM, CAPS-AD, CERSAMI, UPA, HPRB, SEPADI, CIMUC, SAMU, CREDFB;;;ativo
23/09/2026;BET-39199C;Salmeterol, Xinafoato + Fluticasona 25mcg + 125mcg/ dose - Spray Oral;Salmeterol, Xinafoato + Fluticasona;25mcg + 125mcg;spray;;;;;ativo
23/09/2026;BET-BEC9C6;Secnidazol 1000mg - Comprimido;Secnidazol;1000mg;comprimido;;;;oral;ativo
23/09/2026;BET-4E5B01;Sertralina 50mg - Comprimido;Sertralina;50mg;comprimido;;;;oral;ativo
23/09/2026;BET-58AC97;Sevoflurano 1ml/ml (100%) - Solução para Inalação;Sevoflurano;100%;solução;;;;;ativo
23/09/2026;BET-111499;Simeticona 75mg/ml - Emulsão Oral;Simeticona;75mg/ml;emulsão;;UBS, HPRB, UPA;;;ativo
23/09/2026;BET-E96562;Sinvastatina 20mg - Comprimido;Sinvastatina;20mg;comprimido;;UBS, HPRB, UPA;;oral;ativo
23/09/2026;BET-874239;Solução Ringer + Lactato Lactato de sódio 3mg/ml + cloreto de sódio 6mg/ml + cloreto de potássio 0,3mg/ml + cloreto de cálcio 0,2mg/ml - Solução Injetável Intravenosa;Solução Ringer + Lactato Lactato de sódio;3mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-B0103B;Solução Ringer Simples - Solução Injetável Intravenosa;Solução Ringer Simples;;solução injetável;;CX EMERGÊNCIA, UPA, HPRB, CIMUC, SEPADI;;injetável;ativo
23/09/2026;BET-EBBC87;Sorbitol 30mg/ml (3%) - Solução para Irrigação;Sorbitol;30mg/ml (3%);solução;;;;;ativo
23/09/2026;BET-5B2E0F;Sulfadiazina 500mg - Comprimido;Sulfadiazina;500mg;comprimido;;;;oral;ativo
23/09/2026;BET-477E6B;Sulfadiazina de Prata 10mg/g (1%) - Creme;Sulfadiazina de Prata;10mg/g (1%);creme;;UBS, UPA, PAD, HPRB;;tópica;ativo
23/09/2026;BET-4105F3;Sulfametoxazol + Trimetoprina 400mg + 80mg - Comprimido;Sulfametoxazol + Trimetoprina;400mg + 80mg;comprimido;;UBS, UPA, SEPADI, HPRB;;oral;ativo
23/09/2026;BET-A8D7FD;Sulfametoxazol + Trimetoprina 40mg/ml (4%) + 8mg/ml (0,8%) - Suspensão Oral;Sulfametoxazol + Trimetoprina;40mg/ml (4%) + 8mg/ml;suspensão oral;;UBS, UPA, SEPADI, HPRB;;oral;ativo
23/09/2026;BET-806E63;Sulfametoxazol + Trimetoprina 80mg/ml (8%) + 16mg/ml (1,6%) - Solução Injetável;Sulfametoxazol + Trimetoprina;80mg/ml (8%) + 16mg/ml;solução injetável;;HPRB, UPA;;injetável;ativo
23/09/2026;BET-C9FBDE;Sulfato de Magnésio 500mg/ml (50%) - Solução Injetável;Sulfato de Magnésio;500mg/ml (50%);solução injetável;;UPA, HPRB, SAMU, CIMUC;;injetável;ativo
23/09/2026;BET-B74C12;Sulfato Ferroso 125mg (Ferro elementar 40mg) - Drágea;Sulfato Ferroso;125mg;drágea;;;;oral;ativo
23/09/2026;BET-DC3EC4;Sulfato Ferroso 125mg/ml (Ferro elementar 25mg/ml) - Solução Oral;Sulfato Ferroso;125mg/ml;solução oral;;;;oral;ativo
23/09/2026;BET-CCC0DC;Suxametônio Cloreto 100mg - Pó para Solução Injetável;Suxametônio Cloreto;100mg;pó para solução injetável;;CX EMERGÊNCIA, UPA, HPRB, CIMUC, SAMU;;injetável;ativo
23/09/2026;BET-D97112;Talidomida 100mg - Comprimido;Talidomida;100mg;comprimido;;;;oral;ativo
23/09/2026;BET-6D21D7;Teicoplanina 400mg - Pó Liofilizado para Solução Injetável;Teicoplanina;400mg;pó liofilizado para solução injetável;;;;injetável;ativo
23/09/2026;BET-534AD3;Tenoxicam 20mg - Pó Liofilizado para Solução Injetável;Tenoxicam;20mg;pó liofilizado para solução injetável;;UBS, UPA, HPRB, SAMU;;injetável;ativo
23/09/2026;BET-045ECE;Testosterona Undecilato 250mg/ml - Solução Injetável;Testosterona Undecilato;250mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-23E3CB;Tiamina Cloridrato 100mg/ml (10%) - Solução Injetável;Tiamina Cloridrato;100mg/ml (10%);solução injetável;;UBS, CX EMERGÊNCIA, CERSAM, CAPS-AD, CERSAMI, UPA, HPRB, SEPADI, CIMUC, SAMU;;injetável;ativo
23/09/2026;BET-3EBCAA;Tiamina Cloridrato 300mg - Comprimido;Tiamina Cloridrato;300mg;comprimido;;UBS, CERSAM, CAPS-AD, CERSAMI, UPA, HPRB;;oral;ativo
23/09/2026;BET-D81E38;Timolol Maleato 5mg/ml (0,5%) - Solução Oftálmica;Timolol Maleato;5mg/ml (0,5%);solução oftálmica;;;;oftálmica;ativo
23/09/2026;BET-4BA6F0;Tiopental Sódico 1g - Pó para Solução Injetável;Tiopental Sódico;1g;pó para solução injetável;;;;injetável;ativo
23/09/2026;BET-FBB4FE;Tobramicina 3mg/ml - Solução Oftálmica;Tobramicina;3mg/ml;solução oftálmica;;UBS, UPA, HPRB;;oftálmica;ativo
23/09/2026;BET-D9952F;Topiramato 25mg - Comprimido ou Cápsula;Topiramato;25mg;comprimido;;;;oral;ativo
23/09/2026;BET-7D9D00;Tramadol Cloridrato 50mg/ml (5%) - Solução Injetável;Tramadol Cloridrato;50mg/ml (5%);solução injetável;;HPRB, UPA;;injetável;ativo
23/09/2026;BET-369F47;Trastuzumabe 150mg - Pó Liofilizado;Trastuzumabe;150mg;pó liofilizado;;;;injetável;ativo
23/09/2026;BET-FC2807;Tropicamida 10mg/ml (1%) - Solução Oftálmica;Tropicamida;10mg/ml (1%);solução oftálmica;;;;oftálmica;ativo
23/09/2026;BET-3F492D;Vancomicina Cloridrato 500mg - Pó para Solução Injetável;Vancomicina Cloridrato;500mg;pó para solução injetável;;;;injetável;ativo
23/09/2026;BET-0F851E;Varfarina Sódica 5mg - Comprimido;Varfarina Sódica;5mg;comprimido;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-DB2FFE;Vasopressina 20U/ml - Solução Injetável;Vasopressina 20U/ml;;solução injetável;;HPRB, UPA;;injetável;ativo
23/09/2026;BET-10B60F;Verapamil Cloridrato 80mg - Comprimido;Verapamil Cloridrato;80mg;comprimido;;UBS, UPA, HPRB;;oral;ativo
23/09/2026;BET-D77323;"Vitaminas do Complexo B Vitamina B1 (tiamina) 4mg; Vitamina B2 (riboflavina) 2mg; Vitamina B6 (piridoxina) 1mg; Vitamina B3 (nicotinamida) 10mg e Vitamina B5 (pantotenato de cálcio) 2mg - Comprimido ou Drágea";Vitaminas do Complexo B Vitamina B1 (tiamina);4mg;comprimido;;;;oral;ativo
23/09/2026;BET-39706C;Vitaminas do Complexo B Vitamina B1 (tiamina) 8mg, Vitamina B2 (riboflavina) 2mg, Vitamina B3 (nicotinamida) 40mg, Vitamina B6 (piridoxina) 4mg, Vitamina B5 (pantotenato de calcio) 6mg - Solução Injetável;Vitaminas do Complexo B Vitamina B1 (tiamina);8mg;solução injetável;;;;injetável;ativo
23/09/2026;BET-79B423;Ácido Acetilsalicílico 100mg - Comprimido;Ácido Acetilsalicílico;100mg;comprimido;;UBS, CX EMERGÊNCIA, UPA, HPRB, CIMUC, SAMU;;oral;ativo
23/09/2026;BET-BEA6C2;Ácido Ascórbico 100mg/ml - Solução Injetável;Ácido Ascórbico;100mg/ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-300950;Ácido Folínico 15mg - Comprimido;Ácido Folínico;15mg;comprimido;;;;oral;ativo
23/09/2026;BET-34DE70;Ácido Fólico 0,2mg/ml - Solução Oral;Ácido Fólico;0,2mg/ml;solução oral;;;;oral;ativo
23/09/2026;BET-A3180B;Ácido Fólico 5mg - Comprimido;Ácido Fólico;5mg;comprimido;;;;oral;ativo
23/09/2026;BET-2B9403;Ácido Tranexâmico 50mg/ml - Solução Injetável;Ácido Tranexâmico;50mg/ml;solução injetável;;SAMU, HPRB, UPA;;injetável;ativo
23/09/2026;BET-6ED8C2;Ácido Valpróico 250mg - Cápsula;Ácido Valpróico;250mg;cápsula;;;;oral;ativo
23/09/2026;BET-469609;Ácido Valpróico 500mg - Comprimido;Ácido Valpróico;500mg;comprimido;;;;oral;ativo
23/09/2026;BET-D2593C;Ácido Valpróico 50mg/ml (5%) - Xarope;Ácido Valpróico;50mg/ml (5%);xarope;;;;oral;ativo
23/09/2026;BET-5517EC;Água Destilada - Solução Injetável 10ml;Água Destilada;10ml;solução injetável;;;;injetável;ativo
23/09/2026;BET-8859B1;Água Destilada - Solução Injetável 500ml;Água Destilada;500ml;solução injetável;;;;injetável;ativo
